,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price,purch_count
41676,222014585,purchase,2014-01-09 00:00:00,Cambridge,,Retail,Alarm,699,2
34825,222014585,purchase,2014-01-16 00:00:00,Cambridge,,Retail,Launch Button,699,3
36838,222014585,purchase,2014-01-16 00:00:00,Best Buy,,Retail,Status Indicator Md,295,4
36839,222014585,purchase,2014-01-16 00:00:00,Best Buy,,Retail,Status Indicator Md,295,5
24291,222015091,purchase,2013-03-22 00:00:00,other,,Dist Partners,Spy Camera,699,1
23997,222015091,purchase,2013-04-04 00:00:00,other,,Dist Partners,Launch Button,699,2
26070,222015091,purchase,2013-04-09 00:00:00,other,,Dist Partners,Base Station,47,3
38331,222015091,purchase,2013-04-09 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,4
39510,222015091,purchase,2013-10-30 00:00:00,other,,Dist Partners,Status Indicator Sm,203,5
39511,222015091,purchase,2013-10-30 00:00:00,other,,Dist Partners,Status Indicator Sm,203,6
37821,222015597,purchase,2013-08-16 00:00:00,Target,,,Status Indicator Md,295,1
37820,222015597,purchase,2013-11-19 00:00:00,Target,,,Status Indicator Lg,397,2
23974,222016609,purchase,2013-08-26 00:00:00,other,,Online,Launch Button,699,1
24434,222016609,purchase,2013-08-26 00:00:00,other,,Online,Dashboard,344,2
28651,222016609,purchase,2013-08-26 00:00:00,other,,Online,Alarm,699,3
29071,222016609,purchase,2013-08-26 00:00:00,other,,Online,Status Indicator Lg,397,4
38744,222019139,purchase,2013-03-13 00:00:00,other,,Dist Partners,Dashboard,344,1
38745,222019139,purchase,2013-06-05 00:00:00,other,,Dist Partners,Dashboard,344,2
40255,222019139,purchase,2013-10-29 00:00:00,other,,Retail,Status Indicator Md,295,3
37577,222019139,purchase,2013-12-12 00:00:00,other,,Retail,Base Station,47,4
35430,222019645,purchase,2013-03-20 00:00:00,other,,Dist Partners,Dashboard,344,1
26146,222020151,purchase,2013-04-02 00:00:00,DSG,,Retail,Base Station,47,1
36835,222020151,purchase,2013-04-02 00:00:00,DSG,,Retail,Status Indicator Md,295,2
32173,222020657,purchase,2013-01-07 00:00:00,Distrib C,,Retail,Dashboard,344,1
38680,222020657,purchase,2013-01-07 00:00:00,Distrib C,,Retail,Dashboard,344,2
38677,222020657,purchase,2013-02-25 00:00:00,Distrib C,,Retail,Dashboard,344,3
38678,222020657,purchase,2013-02-25 00:00:00,Distrib C,,Retail,Dashboard,344,4
38679,222020657,purchase,2013-02-25 00:00:00,Distrib C,,Retail,Dashboard,344,5
38681,222020657,purchase,2013-02-25 00:00:00,Distrib C,,Retail,Dashboard,344,6
38682,222020657,purchase,2013-02-25 00:00:00,Distrib C,,Retail,Dashboard,344,7
37175,222022175,purchase,2013-03-11 00:00:00,other,,Online,Base Station,47,1
35622,222022175,purchase,2013-03-22 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Lg,397,2
35623,222022175,purchase,2013-03-22 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Lg,397,3
35624,222022175,purchase,2013-03-22 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Lg,397,4
31228,222022681,purchase,2013-11-21 00:00:00,Best Buy,,,Status Indicator Lg,397,1
34627,222023187,purchase,2013-01-22 00:00:00,other,,,Base Station,47,1
33677,222024199,purchase,2013-03-28 00:00:00,Best Buy,,Retail,Status Indicator Md,295,1
35260,222024199,purchase,2013-03-28 00:00:00,Cambridge,,Retail,Alarm,699,2
36942,222024199,purchase,2013-03-28 00:00:00,Best Buy,,Retail,Status Indicator Md,295,3
40972,222024199,purchase,2013-04-04 00:00:00,Best Buy,,Retail,Base Station,47,4
31566,222024199,purchase,2013-04-05 00:00:00,Cambridge,,Retail,Launch Button,699,5
35785,222024199,purchase,2013-09-26 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,6
36829,222024705,purchase,2013-02-01 00:00:00,other,,Dist Partners,Status Indicator Md,295,1
43721,222024705,purchase,2013-04-08 00:00:00,other,,Dist Partners,Base Station,47,2
36831,222024705,purchase,2013-12-10 00:00:00,other,,Dist Partners,Status Indicator Md,295,3
36830,222024705,purchase,2013-12-12 00:00:00,other,,Dist Partners,Status Indicator Md,295,4
36086,222026223,purchase,2014-01-27 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,1
42715,222026223,purchase,2014-08-08 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,2
42716,222026223,purchase,2014-08-08 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,3
34711,222027235,purchase,2013-02-28 00:00:00,other,,Dist Partners,Launch Button,699,1
34712,222027235,purchase,2013-03-21 00:00:00,other,,Dist Partners,Launch Button,699,2
37176,222027235,purchase,2013-04-08 00:00:00,other,,Dist Partners,Base Station,47,3
35198,222027235,purchase,2013-04-11 00:00:00,other,,Dist Partners,Alarm,699,4
28109,222027741,purchase,2013-04-16 00:00:00,Distrib A,,Dist Partners,Launch Button,699,1
35182,222027741,purchase,2014-05-07 00:00:00,Flagship Stores,,Holographic Commerce,Alarm,699,2
31006,222028753,purchase,2013-03-12 00:00:00,Thayer,,Dist Partners,Base Station,47,1
31561,222028753,purchase,2013-04-08 00:00:00,Thayer,,Dist Partners,Launch Button,699,2
24047,222028753,purchase,2013-07-23 00:00:00,Thayer,,Dist Partners,Launch Button,699,3
43264,222030271,purchase,2013-02-01 00:00:00,other,,Dist Partners,Status Indicator Md,295,1
25626,222030271,purchase,2013-03-14 00:00:00,Computer Discounter,,Dist Partners,Status Indicator Md,295,2
41821,222030271,purchase,2013-03-20 00:00:00,Computer Discounter,,Dist Partners,Dashboard,344,3
33516,222031283,purchase,2013-04-05 00:00:00,online,,Online,Status Indicator Md,295,1
34008,222031283,purchase,2013-04-05 00:00:00,online,,Online,Base Station,47,2
35363,222031283,purchase,2013-04-05 00:00:00,online,,Online,Dashboard,344,3
36697,222031283,purchase,2013-04-05 00:00:00,online,,Online,Status Indicator Md,295,4
43507,222033307,purchase,2013-01-17 00:00:00,Distrib B,,Dist Partners,Base Station,47,1
41772,222033307,purchase,2013-03-13 00:00:00,Distrib B,,Dist Partners,Dashboard,344,2
38211,222033307,purchase,2013-05-03 00:00:00,Distrib B,,Dist Partners,Dashboard + Monitor,502,3
38463,222033307,purchase,2013-11-05 00:00:00,Distrib B,,Dist Partners,Alarm,699,4
35554,222033307,purchase,2014-11-01 00:00:00,Flagship Stores,,Holographic Commerce,Signal Amplifier,98,5
37602,222034319,purchase,2013-07-18 00:00:00,other,,Dist Partners,Base Station,47,1
36905,222034319,purchase,2013-08-09 00:00:00,other,,Dist Partners,Status Indicator Md,295,2
36906,222034319,purchase,2013-08-09 00:00:00,other,,Dist Partners,Status Indicator Md,295,3
37655,222034319,purchase,2013-11-22 00:00:00,other,,Dist Partners,Base Station,47,4
25194,222034319,purchase,2014-08-22 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,5
50195,222034319,purchase,2015-01-28 00:00:00,other,,Retail,Launch Button,699,6
35431,222034825,purchase,2013-03-18 00:00:00,Cambridge,,Retail,Dashboard,344,1
40226,222034825,purchase,2013-04-15 00:00:00,Best Buy,,Retail,Status Indicator Md,295,2
35058,222035331,purchase,2013-02-20 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
24465,222035331,purchase,2013-03-12 00:00:00,other,,Dist Partners,Dashboard,344,2
35413,222035331,purchase,2013-04-29 00:00:00,other,,Dist Partners,Dashboard,344,3
37372,222035837,purchase,2013-02-18 00:00:00,Target,,Retail,Base Station,47,1
32445,222035837,purchase,2013-04-10 00:00:00,Amazon.com,,Retail,Status Indicator Lg,397,2
24453,222035837,purchase,2014-04-18 00:00:00,Flagship Stores,,Holographic Commerce,Dashboard,344,3
30266,222035837,purchase,2014-06-30 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,4
28176,222036849,purchase,2013-04-04 00:00:00,other,,Dist Partners,Launch Button,699,1
26023,222036849,purchase,2013-04-08 00:00:00,other,,Dist Partners,Base Station,47,2
28663,222036849,purchase,2013-04-16 00:00:00,other,,Dist Partners,Alarm,699,3
28416,222036849,purchase,2013-04-25 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,4
30186,222036849,purchase,2013-05-13 00:00:00,other,,Dist Partners,Status Indicator Md,295,5
30187,222036849,purchase,2013-05-13 00:00:00,other,,Dist Partners,Status Indicator Md,295,6
37644,222039379,purchase,2013-03-27 00:00:00,Thayer,,Dist Partners,Base Station,47,1
38141,222039379,purchase,2013-04-16 00:00:00,Thayer,,Dist Partners,Launch Button,699,2
35258,222039379,purchase,2013-04-25 00:00:00,Apley,,Retail,Alarm,699,3
36404,222039379,purchase,2013-10-18 00:00:00,Southern,,Retail,Status Indicator Sm,203,4
39734,222039379,purchase,2013-12-09 00:00:00,Southern,,Retail,Status Indicator Sm,203,5
28281,222039379,purchase,2014-06-13 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,6
40940,222039885,purchase,2013-03-26 00:00:00,other,,Dist Partners,Base Station,47,1
35500,222039885,purchase,2013-04-03 00:00:00,other,,Dist Partners,Dashboard,344,2
38759,222039885,purchase,2013-04-03 00:00:00,other,,Dist Partners,Dashboard,344,3
35119,222039885,purchase,2013-04-11 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,4
38406,222039885,purchase,2013-04-29 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,5
33571,222040897,purchase,2013-03-20 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,1
36774,222040897,purchase,2013-03-20 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,2
36775,222040897,purchase,2013-03-20 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,3
40132,222040897,purchase,2013-03-20 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,4
40133,222040897,purchase,2013-03-20 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,5
34112,222040897,purchase,2013-04-16 00:00:00,Amazon.com,,Retail,Base Station,47,6
37407,222040897,purchase,2013-04-16 00:00:00,Amazon.com,,Retail,Base Station,47,7
38055,222040897,purchase,2013-04-19 00:00:00,Amazon.com,,Retail,Launch Button,699,8
34962,222042415,purchase,2013-04-08 00:00:00,Apley,,Retail,Dashboard + Monitor,502,1
28805,222042415,purchase,2013-04-15 00:00:00,Apley,,Retail,Dashboard,344,2
36635,222042415,purchase,2013-04-15 00:00:00,Apley,,Retail,Status Indicator Md,295,3
37215,222042415,purchase,2013-04-15 00:00:00,Apley,,Retail,Base Station,47,4
23945,222042415,purchase,2014-05-08 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,5
44453,222043427,purchase,2013-02-25 00:00:00,Target,,,Status Indicator Lg,397,1
37828,222043427,purchase,2013-04-11 00:00:00,Target,,,Base Station,47,2
37759,222043427,purchase,2014-07-10 00:00:00,Flagship Stores,,,Status Indicator Lg,397,3
25658,222043933,purchase,2013-03-26 00:00:00,other,,Other,Status Indicator Md,295,1
26239,222043933,purchase,2013-03-26 00:00:00,other,,Other,Base Station,47,2
47163,222044945,purchase,2013-04-08 00:00:00,online,,Dist Partners,Base Station,47,1
40257,222044945,purchase,2013-04-09 00:00:00,online,,Dist Partners,Status Indicator Md,295,2
45566,222044945,purchase,2013-04-11 00:00:00,online,,Dist Partners,Dashboard,344,3
41310,222045957,purchase,2013-03-01 00:00:00,other,,Retail,Launch Button,699,1
42043,222045957,purchase,2013-12-10 00:00:00,other,,Retail,Status Indicator Lg,397,2
28423,222046969,purchase,2013-01-29 00:00:00,Cambridge,,Retail,Dashboard + Monitor,502,1
28835,222046969,purchase,2013-02-05 00:00:00,Cambridge,,Retail,Dashboard,344,2
24177,222046969,purchase,2013-02-20 00:00:00,Cambridge,,Retail,Dashboard + Monitor,502,3
28836,222046969,purchase,2013-02-27 00:00:00,Cambridge,,Retail,Dashboard,344,4
24176,222046969,purchase,2013-03-06 00:00:00,Cambridge,,Retail,Dashboard + Monitor,502,5
28422,222046969,purchase,2013-03-06 00:00:00,Cambridge,,Retail,Dashboard + Monitor,502,6
41781,222048487,purchase,2013-03-20 00:00:00,Thayer,,Dist Partners,Dashboard,344,1
32641,222048487,purchase,2013-11-19 00:00:00,Thayer,,Dist Partners,Status Indicator Sm,203,2
34297,222048993,purchase,2013-01-03 00:00:00,DSG,,Retail,Base Station,47,1
29216,222048993,purchase,2013-04-09 00:00:00,DSG,,Retail,Status Indicator Lg,397,2
46435,222048993,purchase,2014-08-29 00:00:00,DSG,,Retail,Status Indicator Sm,203,3
38991,222050005,purchase,2013-03-28 00:00:00,DSG,,Retail,Status Indicator Lg,397,1
40191,222050005,purchase,2013-04-09 00:00:00,DSG,,Retail,Status Indicator Md,295,2
40770,222050005,purchase,2013-04-09 00:00:00,DSG,,Retail,Base Station,47,3
36826,222050005,purchase,2013-04-22 00:00:00,DSG,,Retail,Status Indicator Md,295,4
39575,222050005,purchase,2014-01-20 00:00:00,DSG,,Retail,Status Indicator Sm,203,5
33590,222050005,purchase,2014-04-24 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,6
46006,222050005,purchase,2014-11-21 00:00:00,Southern,,Retail,Status Indicator Sm,203,7
26008,222052029,purchase,2013-02-04 00:00:00,Target,,Retail,Base Station,47,1
24678,222052029,purchase,2013-03-28 00:00:00,Target,,Retail,Status Indicator Lg,397,2
25533,222052029,purchase,2014-01-03 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,3
40314,222052029,purchase,2014-10-07 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,4
41365,222052029,purchase,2014-10-14 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,5
35790,222052029,purchase,2014-10-22 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,6
36426,222052029,purchase,2014-10-22 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,7
35791,222052029,purchase,2014-11-04 00:00:00,Target,,Retail,Status Indicator Lg,397,8
25844,222053041,purchase,2013-04-08 00:00:00,Distrib C,,Retail,Base Station,47,1
41484,222053547,purchase,2013-04-23 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
41253,222053547,purchase,2013-05-10 00:00:00,other,,Dist Partners,Launch Button,699,2
41642,222053547,purchase,2013-06-05 00:00:00,Cambridge,,Retail,Alarm,699,3
33693,222054053,purchase,2013-02-21 00:00:00,Best Buy,,Retail,Status Indicator Md,295,1
26252,222054053,purchase,2013-04-04 00:00:00,Best Buy,,Retail,Base Station,47,2
38149,222054559,purchase,2013-04-01 00:00:00,online,,Online,Launch Button,699,1
35662,222056583,purchase,2013-04-02 00:00:00,DSG,,Retail,Status Indicator Lg,397,1
37261,222056583,purchase,2013-04-02 00:00:00,DSG,,Retail,Base Station,47,2
33526,222056583,purchase,2013-08-22 00:00:00,DSG,,Retail,Status Indicator Md,295,3
46130,222056583,purchase,2014-10-10 00:00:00,DSG,,Retail,Status Indicator Sm,203,4
35331,222057595,purchase,2013-03-04 00:00:00,Electronic Exp,,Dist Partners,Dashboard,344,1
34946,222057595,purchase,2013-03-27 00:00:00,Electronic Exp,,Dist Partners,Dashboard + Monitor,502,2
34947,222057595,purchase,2013-03-27 00:00:00,Electronic Exp,,Dist Partners,Dashboard + Monitor,502,3
50783,222058607,purchase,2014-07-10 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,1
35458,222059619,purchase,2013-04-22 00:00:00,other,,Dist Partners,Dashboard,344,1
35457,222059619,purchase,2013-04-30 00:00:00,other,,Dist Partners,Dashboard,344,2
38741,222059619,purchase,2013-04-30 00:00:00,other,,Dist Partners,Dashboard,344,3
24170,222062149,purchase,2013-04-08 00:00:00,online,,Dist Partners,Dashboard + Monitor,502,1
24325,222062149,purchase,2013-04-11 00:00:00,online,,Dist Partners,Alarm,699,2
24435,222062149,purchase,2013-04-11 00:00:00,online,,Dist Partners,Dashboard,344,3
30687,222062149,purchase,2013-04-11 00:00:00,online,,Dist Partners,Base Station,47,4
30688,222062149,purchase,2013-04-11 00:00:00,online,,Dist Partners,Base Station,47,5
28157,222062149,purchase,2013-05-01 00:00:00,online,,Dist Partners,Launch Button,699,6
24682,222062149,purchase,2013-05-06 00:00:00,online,,Dist Partners,Status Indicator Lg,397,7
26015,222062149,purchase,2014-02-03 00:00:00,online,,Dist Partners,Base Station,47,8
28602,222062149,purchase,2014-02-04 00:00:00,online,,Dist Partners,Spy Camera,699,9
29483,222062149,purchase,2014-03-13 00:00:00,online,,Dist Partners,Status Indicator Sm,203,10
29484,222062149,purchase,2014-03-13 00:00:00,online,,Dist Partners,Status Indicator Sm,203,11
29485,222062149,purchase,2014-03-13 00:00:00,online,,Dist Partners,Status Indicator Sm,203,12
42368,222062149,purchase,2014-04-02 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203,13
50790,222062149,purchase,2014-10-23 00:00:00,online,,Dist Partners,Status Indicator Sm,203,14
43153,222063667,purchase,2013-03-11 00:00:00,other,,Retail,Status Indicator Md,295,1
43518,222063667,purchase,2013-04-16 00:00:00,other,,Retail,Base Station,47,2
41968,222063667,purchase,2013-08-23 00:00:00,Target,,Retail,Status Indicator Lg,397,3
32216,222064679,purchase,2013-05-03 00:00:00,other,,Dist Partners,Dashboard,344,1
32494,222064679,purchase,2013-05-03 00:00:00,other,,Dist Partners,Status Indicator Lg,397,2
34200,222064679,purchase,2013-05-03 00:00:00,other,,Dist Partners,Base Station,47,3
37671,222064679,purchase,2013-08-07 00:00:00,Best Buy,,Retail,Base Station,47,4
32555,222064679,purchase,2013-10-17 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,5
35417,222065691,purchase,2013-03-18 00:00:00,Cambridge,,Retail,Dashboard,344,1
26112,222065691,purchase,2013-03-26 00:00:00,other,,Other,Base Station,47,2
36823,222065691,purchase,2013-03-26 00:00:00,other,,Other,Status Indicator Md,295,3
34070,222066197,purchase,2013-05-02 00:00:00,Southern,,Retail,Base Station,47,1
43221,222066197,purchase,2013-05-02 00:00:00,Southern,,Retail,Status Indicator Md,295,2
42454,222066197,purchase,2013-12-03 00:00:00,Southern,,Retail,Status Indicator Sm,203,3
34740,222066703,purchase,2013-05-03 00:00:00,online,,Online,Launch Button,699,1
34991,222066703,purchase,2013-05-03 00:00:00,online,,Online,Dashboard + Monitor,502,2
34992,222066703,purchase,2013-05-03 00:00:00,online,,Online,Dashboard + Monitor,502,3
35208,222066703,purchase,2013-05-03 00:00:00,online,,Online,Alarm,699,4
37257,222066703,purchase,2013-05-03 00:00:00,online,,Online,Base Station,47,5
34989,222066703,purchase,2013-05-20 00:00:00,online,,Online,Dashboard + Monitor,502,6
34990,222066703,purchase,2013-05-20 00:00:00,online,,Online,Dashboard + Monitor,502,7
31741,222066703,purchase,2013-07-12 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,8
34993,222066703,purchase,2013-07-12 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,9
23939,222068221,purchase,2013-02-15 00:00:00,online,,Dist Partners,Launch Button,699,1
25890,222068221,purchase,2013-05-06 00:00:00,online,,Dist Partners,Base Station,47,2
25467,222068221,purchase,2013-05-28 00:00:00,online,,Dist Partners,Status Indicator Md,295,3
25468,222068221,purchase,2013-05-28 00:00:00,online,,Dist Partners,Status Indicator Md,295,4
25469,222068221,purchase,2013-05-28 00:00:00,online,,Dist Partners,Status Indicator Md,295,5
45473,222069739,purchase,2014-04-03 00:00:00,Distrib A,,Dist Partners,Spy Camera,699,1
30588,222073281,purchase,2013-03-20 00:00:00,Amazon.com,,Retail,Base Station,47,1
30095,222073281,purchase,2013-04-05 00:00:00,Amazon.com,,Retail,Status Indicator Md,295,2
37954,222073787,purchase,2013-02-12 00:00:00,Distrib C,,Retail,Launch Button,699,1
43531,222073787,purchase,2013-02-14 00:00:00,Distrib C,,Retail,Base Station,47,2
36392,222074799,purchase,2014-01-23 00:00:00,Distrib A,,Dist Partners,Status Indicator Sm,203,1
34562,222075305,purchase,2013-02-07 00:00:00,Distrib C,,,Status Indicator Md,295,1
34652,222075305,purchase,2013-03-05 00:00:00,Distrib C,,,Alarm,699,2
34563,222075305,purchase,2013-04-10 00:00:00,Distrib C,,,Status Indicator Md,295,3
34653,222075305,purchase,2013-04-19 00:00:00,Distrib C,,,Launch Button,699,4
34561,222075305,purchase,2013-06-11 00:00:00,online,,,Status Indicator Md,295,5
24008,222075811,purchase,2013-04-17 00:00:00,online,,Dist Partners,Launch Button,699,1
35719,222076317,purchase,2013-01-03 00:00:00,Best Buy,,Retail,Status Indicator Lg,397,1
43709,222076317,purchase,2013-03-20 00:00:00,Best Buy,,Retail,Base Station,47,2
43250,222076317,purchase,2013-04-10 00:00:00,Best Buy,,Retail,Status Indicator Md,295,3
36818,222076317,purchase,2013-04-19 00:00:00,Best Buy,,Retail,Status Indicator Md,295,4
34620,222076823,purchase,2013-02-01 00:00:00,other,,,Base Station,47,1
31358,222076823,purchase,2013-02-19 00:00:00,other,,,Dashboard + Monitor,502,2
34618,222076823,purchase,2013-02-19 00:00:00,other,,,Dashboard + Monitor,502,3
34619,222076823,purchase,2013-04-04 00:00:00,other,,,Dashboard + Monitor,502,4
24321,222077329,purchase,2013-04-11 00:00:00,Distrib A,,Dist Partners,Alarm,699,1
35625,222077835,purchase,2013-03-28 00:00:00,Target,,Retail,Status Indicator Lg,397,1
40458,222077835,purchase,2013-04-25 00:00:00,Target,,Retail,Base Station,47,2
32381,222077835,purchase,2013-09-27 00:00:00,Target,,Retail,Status Indicator Lg,397,3
35332,222077835,purchase,2013-11-14 00:00:00,Amazon.com,,Retail,Dashboard,344,4
32257,222077835,purchase,2014-09-29 00:00:00,Amazon.com,,Retail,Dashboard,344,5
50442,222077835,purchase,2014-10-28 00:00:00,Best Buy,,Retail,Signal Amplifier,98,6
27749,222078341,purchase,2013-12-26 00:00:00,Amazon.com,,,Status Indicator Md,295,1
34657,222078847,purchase,2013-02-04 00:00:00,online,,,Status Indicator Md,295,1
34658,222078847,purchase,2013-02-28 00:00:00,online,,,Base Station,47,2
44662,222078847,purchase,2013-03-15 00:00:00,online,,,Launch Button,699,3
40884,222079859,purchase,2013-03-18 00:00:00,other,,Online,Base Station,47,1
35769,222079859,purchase,2013-05-06 00:00:00,other,,Online,Status Indicator Lg,397,2
35770,222079859,purchase,2013-05-06 00:00:00,other,,Online,Status Indicator Lg,397,3
35102,222079859,purchase,2013-05-16 00:00:00,other,,Online,Dashboard + Monitor,502,4
24782,222080365,purchase,2013-03-21 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397,1
26274,222080365,purchase,2013-04-04 00:00:00,Flagship Stores,,Holographic Commerce,Base Station,47,2
25702,222080365,purchase,2013-11-18 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,3
37443,222080871,purchase,2013-02-21 00:00:00,Best Buy,,Retail,Base Station,47,1
34795,222080871,purchase,2013-03-08 00:00:00,Cambridge,,Retail,Launch Button,699,2
30792,222081883,purchase,2013-01-18 00:00:00,other,,Dist Partners,Base Station,47,1
32123,222081883,purchase,2013-02-14 00:00:00,other,,Dist Partners,Dashboard,344,2
27064,222082389,purchase,2013-06-24 00:00:00,Distrib B,,,Launch Button,699,1
28632,222083401,purchase,2013-03-12 00:00:00,Distrib C,,Retail,Alarm,699,1
25845,222083401,purchase,2013-04-16 00:00:00,Distrib C,,Retail,Base Station,47,2
28110,222083401,purchase,2013-04-19 00:00:00,Distrib C,,Retail,Launch Button,699,3
31038,222084413,purchase,2013-04-10 00:00:00,Best Buy,,Retail,Base Station,47,1
25674,222084413,purchase,2013-04-24 00:00:00,Best Buy,,Retail,Status Indicator Md,295,2
29875,222084413,purchase,2013-11-06 00:00:00,Best Buy,,Retail,Status Indicator Sm,203,3
25673,222084413,purchase,2014-02-12 00:00:00,Best Buy,,Retail,Status Indicator Md,295,4
31856,222084919,purchase,2013-04-09 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,1
33639,222084919,purchase,2013-04-09 00:00:00,other,,Dist Partners,Status Indicator Md,295,2
36916,222084919,purchase,2013-04-09 00:00:00,other,,Dist Partners,Status Indicator Md,295,3
33596,222085425,purchase,2013-03-04 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Md,295,1
32471,222085425,purchase,2013-03-19 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Lg,397,2
33597,222085425,purchase,2013-04-11 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Md,295,3
34153,222085425,purchase,2013-04-11 00:00:00,Electronic Exp,,Dist Partners,Base Station,47,4
33595,222085425,purchase,2013-05-29 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Md,295,5
38088,222085425,purchase,2014-02-12 00:00:00,Electronic Exp,,Dist Partners,Launch Button,699,6
33023,222085425,purchase,2014-02-20 00:00:00,Electronic Exp,,Dist Partners,Status Indicator Sm,203,7
41424,222085425,purchase,2014-09-22 00:00:00,Electronic Exp,,Dist Partners,Launch Button,699,8
37444,222085931,purchase,2013-02-14 00:00:00,online,,Dist Partners,Base Station,47,1
24095,222085931,purchase,2013-04-17 00:00:00,Flagship Stores,,Holographic Commerce,Launch Button,699,2
36991,222085931,purchase,2013-12-17 00:00:00,Flagship Stores,,Holographic Commerce,Status Indicator Md,295,3
43073,222085931,purchase,2014-10-23 00:00:00,online,,Dist Partners,Status Indicator Sm,203,4
38026,222086437,purchase,2013-04-11 00:00:00,Distrib B,,Dist Partners,Launch Button,699,1
33919,222087955,purchase,2013-04-08 00:00:00,Distrib C,,Retail,Base Station,47,1
38599,222087955,purchase,2013-04-08 00:00:00,Distrib C,,Retail,Dashboard,344,2
38854,222087955,purchase,2013-04-23 00:00:00,Distrib C,,Retail,Status Indicator Lg,397,3
40446,222087955,purchase,2013-05-07 00:00:00,Distrib C,,Retail,Base Station,47,4
39951,222088967,purchase,2013-02-21 00:00:00,other,,Dist Partners,Status Indicator Md,295,1
38204,222088967,purchase,2013-03-26 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,2
24505,222089473,purchase,2013-01-21 00:00:00,other,,Dist Partners,Dashboard,344,1
28900,222089473,purchase,2013-02-26 00:00:00,other,,Dist Partners,Dashboard,344,2
31895,222089473,purchase,2013-03-28 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,3
34283,222089473,purchase,2013-04-11 00:00:00,other,,Dist Partners,Base Station,47,4
25190,222089473,purchase,2013-10-15 00:00:00,online,,Online,Status Indicator Sm,203,5
25191,222089473,purchase,2013-10-28 00:00:00,online,,Online,Status Indicator Sm,203,6
25192,222089473,purchase,2013-10-28 00:00:00,online,,Online,Status Indicator Sm,203,7
29905,222089473,purchase,2013-10-28 00:00:00,online,,Online,Status Indicator Sm,203,8
33261,222089473,purchase,2013-10-28 00:00:00,online,,Online,Status Indicator Sm,203,9
32265,222089473,purchase,2013-11-19 00:00:00,online,,Online,Dashboard,344,10
41906,222089473,purchase,2014-10-14 00:00:00,Flagship Stores,,Holographic Commerce,Signal Amplifier,98,11
30902,222091497,purchase,2013-01-02 00:00:00,other,,Dist Partners,Base Station,47,1
30272,222091497,purchase,2013-09-02 00:00:00,other,,Dist Partners,Status Indicator Md,295,2
32962,222091497,purchase,2013-10-28 00:00:00,other,,Dist Partners,Status Indicator Sm,203,3
39502,222091497,purchase,2013-10-28 00:00:00,other,,Dist Partners,Status Indicator Sm,203,4
39503,222091497,purchase,2013-10-28 00:00:00,other,,Dist Partners,Status Indicator Sm,203,5
38675,222091497,purchase,2014-02-11 00:00:00,other,,Dist Partners,Dashboard,344,6
41609,222091497,purchase,2014-11-27 00:00:00,other,,Dist Partners,Dashboard + Monitor,502,7
23985,222092509,purchase,2013-05-06 00:00:00,other,,Dist Partners,Launch Button,699,1
