user_id,dist_channel,BaseStation,LaunchButton,StatusIndicatorSm,StatusIndicatorLg,StatusIndicatorMd,Dashboard,Alarm,DashboardMonitor,SignalAmplifier,SpyCamera,Remote,CouponCode1,CouponCode2,CouponCode3
222859099,"Dist Partners",0,1,8,1,0,0,0,0,0,0,0,0,0,0
222859605,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222859605,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222860617,"Holographic Commerce",0,0,0,2,0,0,0,0,0,0,0,0,0,0
222861123,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222862135,Online,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222863147,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222864159,"Holographic Commerce",0,1,0,2,0,0,1,0,0,0,0,0,0,0
222864159,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222865171,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222865677,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222865677,"Holographic Commerce",0,0,0,0,0,1,0,0,0,0,0,0,0,0
222865677,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222866183,"Holographic Commerce",0,1,0,0,0,0,0,0,0,0,0,0,0,0
222866183,Retail,0,0,3,1,1,0,0,0,0,0,0,0,0,0
222866689,Retail,0,0,4,0,0,0,0,0,0,0,0,0,0,0
222867195,"Dist Partners",0,0,0,2,0,0,0,0,0,0,0,0,0,0
222868207,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222868207,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222869219,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222869725,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222872255,Retail,0,1,0,0,2,0,1,0,0,0,0,0,0,0
222872761,Retail,0,0,2,1,1,0,0,0,0,0,0,0,0,0
222873267,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222873267,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222873773,"Dist Partners",0,0,0,0,2,0,0,0,0,0,0,0,0,0
222874279,Retail,0,0,1,0,1,0,0,0,0,0,0,0,0,0
222874785,Retail,0,0,1,1,0,0,0,0,0,0,0,0,0,0
222875291,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222875797,Retail,0,1,2,1,0,0,1,0,0,0,0,0,0,0
222876809,Retail,0,1,1,0,0,0,1,0,0,0,0,0,0,0
222877821,Retail,0,0,0,1,0,1,0,1,0,0,0,0,0,0
222878833,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222878833,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222879339,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222879845,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222879845,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222880351,"Holographic Commerce",0,1,1,0,0,1,0,0,0,0,0,0,0,0
222880351,Retail,0,0,0,0,0,1,0,1,0,0,0,0,0,0
222880857,Retail,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222881363,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
222881363,"Holographic Commerce",0,0,0,0,0,0,1,0,0,0,0,0,0,0
222881869,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
222882375,"Dist Partners",0,0,4,0,0,0,0,0,0,0,0,0,0,0
222883893,"Holographic Commerce",0,0,0,0,0,1,0,0,0,0,0,0,0,0
222884905,Retail,0,0,0,0,0,0,0,3,0,0,0,0,0,0
222885411,Retail,0,0,2,0,1,0,0,0,0,0,0,0,0,0
222886423,"Dist Partners",0,0,0,0,0,0,0,3,0,0,0,0,0,0
222886929,"Dist Partners",0,1,1,0,0,0,0,0,0,0,0,0,0,0
222887435,"Dist Partners",0,0,0,0,0,1,1,0,0,0,0,0,0,0
222887435,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222888447,"Dist Partners",0,0,0,1,0,4,0,0,0,0,0,1,0,0
222888447,"Holographic Commerce",0,0,0,0,0,8,0,0,0,0,0,0,0,0
222888953,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
222889965,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222889965,Retail,0,0,5,0,0,0,0,0,0,0,0,0,0,0
222890471,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222890977,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222891989,Retail,0,0,2,0,0,1,0,0,0,0,0,0,0,0
222892495,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222893001,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222893001,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222893507,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222893507,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222894013,"Holographic Commerce",0,0,1,1,0,0,0,0,0,0,0,0,0,0
222894013,Online,0,1,4,0,2,0,0,0,0,0,0,0,0,0
222894013,Retail,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222894519,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222894519,Retail,0,1,4,0,1,0,0,0,0,0,0,0,0,0
222895531,"Holographic Commerce",0,0,0,0,0,0,0,1,0,0,0,0,0,0
222896037,"Dist Partners",0,0,1,0,0,1,0,0,0,0,0,0,0,0
222896037,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222897049,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222897555,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
222897555,"Holographic Commerce",0,0,0,0,0,2,0,0,0,0,0,0,0,0
222899073,Online,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222899073,Other,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222899579,Online,0,0,1,0,1,0,0,0,0,0,0,0,0,0
222899579,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222900085,Retail,0,0,0,0,3,0,0,0,0,0,0,0,0,0
222901603,"Dist Partners",0,0,1,1,0,0,0,0,0,0,0,0,0,0
222902109,"Dist Partners",0,0,2,1,1,0,0,0,0,0,0,0,0,0
222902615,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
222904133,"Holographic Commerce",0,0,0,1,1,0,0,0,0,0,0,0,0,0
222904639,Other,0,0,2,0,0,0,0,0,0,0,0,1,0,1
222904639,Retail,0,0,2,0,0,1,0,3,0,0,0,0,0,0
222905145,"Holographic Commerce",0,0,4,0,0,0,0,0,0,0,0,0,0,0
222905145,Retail,0,0,0,4,0,1,0,0,0,0,0,0,0,0
222905651,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222906157,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222907169,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222907675,"Dist Partners",0,1,2,0,0,0,1,0,0,0,0,0,0,0
222907675,"Holographic Commerce",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222907675,Online,0,0,0,1,0,0,0,0,0,0,0,0,0,1
222908181,"Dist Partners",0,0,0,0,2,0,0,0,0,0,0,0,0,0
222908687,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222909193,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
222910205,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222910711,"Dist Partners",0,0,3,0,0,0,0,1,0,0,0,0,0,0
222910711,"Holographic Commerce",0,0,3,0,0,0,0,0,0,0,0,0,0,0
222910711,Online,0,0,0,3,0,0,0,0,0,0,0,0,2,1
222911217,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222911723,Online,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222912229,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222912735,Retail,0,0,0,1,2,1,0,0,0,0,0,0,0,0
222913241,Online,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222913241,Retail,0,0,2,0,2,0,0,0,0,0,0,0,0,0
222914253,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222914253,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222914759,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222914759,Retail,0,1,2,1,0,0,1,0,0,0,0,0,0,0
222915265,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222915771,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222916277,"Holographic Commerce",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222916277,Retail,0,1,3,1,1,0,0,0,0,0,0,0,0,0
222917289,"Dist Partners",0,1,2,0,0,0,0,1,0,0,0,0,0,0
222917795,Retail,0,0,6,1,0,0,0,0,0,0,0,0,0,0
222918301,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222918807,Retail,0,1,1,0,1,0,0,0,0,0,0,0,0,0
222919819,"Dist Partners",0,0,2,0,0,0,0,1,0,0,0,0,0,0
222920325,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
222920325,Online,0,0,1,0,0,0,1,0,0,0,0,0,2,0
222920831,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
222920831,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222921337,"Dist Partners",0,1,0,0,1,0,0,0,0,0,0,0,0,0
222921337,Retail,0,0,2,0,0,0,1,0,0,0,0,0,0,0
222921843,Retail,0,0,4,0,0,0,0,0,1,0,0,0,0,0
222922349,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
222923361,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222924373,Retail,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222925891,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
222926903,Retail,0,0,1,0,1,0,0,0,0,0,0,0,0,0
222927409,"Dist Partners",0,0,1,0,1,1,0,0,0,0,0,0,0,0
222927915,"Dist Partners",0,0,1,0,1,0,0,0,0,0,0,0,0,0
222928421,Retail,0,0,0,1,0,0,0,1,0,0,0,0,0,0
222928927,"Holographic Commerce",0,0,0,0,1,0,0,0,0,0,0,0,0,0
222928927,Retail,0,1,0,1,1,0,0,0,0,0,0,0,0,0
222929433,Retail,0,1,0,1,0,0,0,0,0,0,0,0,0,0
222929939,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222930445,Retail,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222930951,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222932469,"Dist Partners",0,1,2,0,0,0,0,0,0,0,0,0,0,0
222933481,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
222934493,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222935505,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222935505,Retail,0,0,1,0,1,0,0,0,0,0,0,0,0,0
222936011,"Dist Partners",0,1,0,0,0,0,0,1,0,0,0,0,0,0
222936517,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
222936517,Retail,0,0,2,1,0,0,0,0,0,0,0,0,0,0
222937023,"Holographic Commerce",0,0,0,0,0,0,1,0,0,0,0,0,0,0
222937023,Retail,0,1,2,0,0,0,0,0,0,0,0,0,0,0
222937529,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222937529,Retail,0,1,1,0,0,0,0,0,0,0,0,0,0,0
222938541,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222939553,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222940565,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222941577,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222941577,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222942589,Retail,0,1,2,0,0,0,1,0,0,0,0,0,0,0
222943095,Retail,0,0,1,0,1,0,0,0,0,0,0,0,0,0
222944107,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222944613,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222945119,Retail,0,0,0,0,1,1,0,0,0,0,0,0,0,0
222945625,Retail,0,0,0,0,2,0,0,0,0,0,0,0,0,0
222946637,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222947143,Retail,0,0,0,0,0,1,0,2,0,0,0,0,0,0
222947649,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
222948155,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222948661,"Holographic Commerce",0,0,0,1,1,0,1,0,0,0,0,0,0,0
222948661,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222949167,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
222949673,"Holographic Commerce",0,0,1,2,0,0,0,0,0,0,0,0,0,0
222949673,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222950179,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222950685,"Holographic Commerce",0,1,0,0,0,0,0,0,0,0,0,0,0,0
222950685,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222951191,"Dist Partners",0,0,1,1,1,0,0,0,0,0,0,0,0,0
222952203,"Holographic Commerce",0,1,0,0,0,0,0,0,0,0,0,0,0,0
222952203,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222952709,"Dist Partners",0,1,2,0,0,0,0,0,0,0,0,0,0,0
222952709,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222953215,Online,0,0,1,0,0,0,0,0,0,0,0,0,1,0
222953721,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222954733,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
222955239,Online,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222955745,"Dist Partners",0,0,0,2,0,0,0,0,0,0,0,0,0,0
222955745,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222956251,Retail,0,1,1,1,0,0,0,0,0,0,0,0,0,0
222956757,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222957263,"Dist Partners",0,0,0,0,2,0,0,0,0,0,0,0,0,0
222957769,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222958781,"Dist Partners",0,0,0,0,0,0,0,4,0,0,0,0,0,0
222958781,"Holographic Commerce",0,0,0,0,1,0,0,0,0,0,0,0,0,0
222959287,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222960299,Retail,0,0,1,1,0,0,0,0,0,0,0,0,0,0
222960805,Retail,0,0,0,1,1,0,0,0,0,0,0,0,0,0
222961817,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222961817,Retail,0,0,4,0,0,0,0,0,0,0,0,0,0,0
222962323,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222963335,"Dist Partners",0,0,1,2,1,0,0,0,0,0,0,0,0,0
222963841,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222963841,Online,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222964347,"Dist Partners",0,0,0,0,2,0,0,0,0,0,0,0,0,0
222964853,"Dist Partners",0,0,0,1,2,0,0,0,0,0,0,0,0,0
222965865,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
222965865,Online,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222966877,Retail,0,0,2,0,0,1,0,0,0,0,0,0,0,0
222967383,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222967889,"Dist Partners",0,0,0,0,0,0,0,0,0,1,0,0,0,0
222967889,"Holographic Commerce",0,0,4,0,0,0,0,0,0,0,0,0,0,0
222968395,Retail,0,2,1,3,0,0,1,0,0,0,0,0,0,0
222968901,"Dist Partners",0,0,1,0,1,0,0,0,0,0,0,0,0,0
222969407,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222970419,Retail,0,0,2,1,1,1,0,0,0,0,0,0,0,0
222970925,Online,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222971431,"Dist Partners",0,1,2,0,0,0,0,0,0,1,0,0,0,0
222972443,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222972443,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222972949,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
222972949,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222973455,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222973961,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222974467,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222974973,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222975479,Retail,0,0,3,0,0,0,0,0,0,0,0,0,0,0
222975985,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222976491,"Holographic Commerce",0,0,0,0,2,0,1,0,0,0,0,0,0,0
222976491,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222976997,Retail,0,0,1,0,1,0,0,0,0,0,0,0,0,0
222978009,Retail,0,1,1,0,2,0,0,0,0,0,0,0,0,0
222978515,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222979021,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222979021,Retail,0,1,0,0,0,0,1,0,0,0,0,0,0,0
222980539,"Dist Partners",0,0,1,0,3,0,0,0,0,0,0,0,0,0
222981045,"Dist Partners",0,0,0,1,1,0,0,0,0,0,0,0,0,0
222981551,"Dist Partners",0,1,0,1,1,0,1,0,0,0,0,0,0,0
222982057,"Dist Partners",0,1,0,1,0,0,0,0,0,0,0,0,0,0
222983069,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222983575,"Dist Partners",0,0,0,0,1,1,0,0,0,0,0,0,0,0
222983575,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222984081,"Dist Partners",0,0,0,0,2,0,0,0,0,0,0,0,0,0
222984587,Other,0,0,2,0,0,0,0,1,0,0,0,0,0,0
222985093,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222985599,Retail,0,0,3,1,1,0,0,0,0,0,0,0,0,0
222986611,"Dist Partners",0,1,1,0,0,0,1,0,0,0,0,0,0,0
222986611,"Holographic Commerce",0,0,0,0,0,1,0,0,0,0,0,0,0,0
222987623,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222988129,Retail,0,1,1,0,0,0,1,0,0,0,0,0,0,0
222988635,Online,0,0,0,0,2,0,0,0,0,0,0,0,0,0
222989141,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222989647,"Dist Partners",0,0,2,0,1,1,0,0,1,0,0,0,0,0
222990153,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222990153,Online,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222991165,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
222991671,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222992683,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222993695,"Dist Partners",0,0,1,0,1,1,0,0,0,0,0,0,0,0
222993695,Other,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222994201,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222994707,"Dist Partners",0,0,3,0,0,0,0,0,0,0,0,0,0,0
222995213,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
222995213,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222995719,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
222996225,Retail,0,0,1,1,0,0,0,0,0,0,0,0,0,0
222996731,"Dist Partners",0,0,1,0,0,3,0,5,0,0,0,0,0,0
222996731,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222997237,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
222997743,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
222998249,"Holographic Commerce",0,0,0,0,2,0,0,0,0,0,0,0,0,0
222998249,Retail,0,1,0,0,2,0,1,0,0,0,0,0,0,0
222998755,Online,0,0,1,1,0,0,0,0,0,0,0,0,0,0
222999261,"Dist Partners",0,0,0,0,0,0,0,0,0,1,0,0,0,0
222999261,"Holographic Commerce",0,0,2,0,0,0,0,0,0,0,0,0,0,0
222999767,Online,0,1,2,0,0,0,0,0,0,0,0,0,0,0
223000779,Online,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223000779,Retail,0,0,3,0,0,0,0,0,0,0,0,0,0,0
223001285,Other,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223001791,Retail,0,0,0,0,2,0,0,0,0,0,0,0,0,0
223002297,"Dist Partners",0,0,2,0,0,0,0,0,0,0,0,0,0,0
223002297,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
223003309,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
223003815,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
223004321,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223004827,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
223005333,Online,0,0,1,0,0,0,0,0,0,0,0,0,0,0
223006345,"Dist Partners",0,0,0,0,0,0,1,0,0,0,0,0,0,0
223006345,Online,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223006851,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
223007357,"Holographic Commerce",0,1,0,0,0,0,0,0,0,0,0,0,0,0
223007357,Other,0,0,0,3,0,0,1,0,0,0,0,0,0,0
223008369,Retail,0,0,1,1,1,0,0,0,0,0,0,0,0,0
223008875,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223010393,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223011405,"Dist Partners",0,1,1,0,0,0,0,0,0,0,0,0,0,0
223011911,"Dist Partners",0,0,2,2,2,0,0,0,0,0,0,0,0,0
223012417,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223012923,Retail,0,1,2,0,0,0,0,0,0,0,0,0,0,0
223013429,Retail,0,1,0,0,2,0,0,0,0,0,0,0,0,0
223013935,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223014441,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223014441,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
223015453,"Dist Partners",0,0,1,0,1,0,0,0,0,0,0,0,0,0
223015959,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
223016465,Retail,0,0,1,1,1,1,0,0,0,0,0,0,0,0
223016971,Retail,0,0,1,0,1,0,0,0,0,0,0,0,0,0
223017477,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223017983,Online,0,0,1,0,2,1,0,2,0,0,0,2,0,1
223018489,Online,0,1,3,0,0,0,0,0,0,0,0,0,0,0
223019501,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223020007,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223020007,Retail,0,0,0,2,2,0,0,0,0,0,0,0,0,0
223020513,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
223021525,Other,0,0,0,0,2,0,0,0,0,0,0,0,0,0
223022031,Retail,0,0,4,0,0,1,0,0,0,0,0,0,0,0
223022537,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223022537,Retail,0,0,2,0,1,0,0,0,0,0,0,0,0,0
223023043,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
223023549,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
223023549,Retail,0,0,1,0,0,0,0,0,0,0,0,0,0,0
223024055,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
223024561,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
223025067,Retail,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223025573,Retail,0,0,1,1,0,0,0,0,0,0,0,0,0,0
223027597,"Dist Partners",0,0,2,0,0,1,0,0,0,0,0,0,0,0
223028103,"Holographic Commerce",0,0,0,1,0,0,0,0,0,0,0,0,0,0
223028103,Retail,0,0,0,0,2,0,0,0,0,0,0,0,0,0
223028609,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223029115,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
223029621,Retail,0,0,2,0,0,0,0,0,0,0,0,0,0,0
223031139,"Dist Partners",0,0,0,0,0,0,0,1,0,0,0,0,0,0
223032151,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
223032657,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223033163,"Dist Partners",0,1,2,0,0,0,0,0,0,0,0,0,0,0
223034175,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223035693,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223036199,"Holographic Commerce",0,0,0,2,0,0,0,0,0,0,0,0,0,0
223036705,Retail,0,0,3,0,0,0,0,0,0,0,0,0,0,0
223037211,"Dist Partners",0,1,0,0,0,0,0,0,0,0,0,0,0,0
223037717,Retail,0,0,1,0,1,0,0,0,0,0,0,0,0,0
223038223,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223039235,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223039235,Online,0,0,1,0,1,0,0,0,0,0,0,0,0,2
223039741,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223040753,"Dist Partners",0,0,0,0,0,1,0,0,0,0,0,0,0,0
223041259,"Dist Partners",0,0,2,0,0,0,1,0,0,0,0,0,0,0
223042271,Other,0,0,0,0,2,0,0,0,0,0,0,0,0,0
223042777,"Dist Partners",0,1,0,1,0,0,0,0,0,0,0,0,0,0
223043283,"Dist Partners",0,0,0,1,0,0,0,0,0,0,0,0,0,0
223044295,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223044801,Retail,0,1,2,0,0,0,0,0,0,0,0,0,0,0
223045813,Retail,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223048343,"Dist Partners",0,1,0,0,0,0,1,10,0,0,0,0,0,0
223048849,"Dist Partners",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223049355,Retail,0,1,2,0,1,0,0,0,0,0,0,0,0,0
223049861,"Dist Partners",0,0,0,0,1,0,0,0,0,0,0,0,0,0
223049861,Retail,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223050367,"Holographic Commerce",0,0,1,0,0,0,0,0,0,0,0,0,0,0
223050367,Retail,0,1,1,0,0,0,1,0,0,0,0,0,0,0
223050873,Retail,0,1,1,0,0,0,0,0,0,0,0,0,0,0
223051379,"Holographic Commerce",0,1,0,2,1,0,0,0,0,0,0,0,0,0
223051379,Retail,0,0,0,0,0,1,0,0,0,0,0,0,0,0
223052391,Retail,0,0,0,0,0,1,0,0,0,0,0,0,0,0
223052897,Online,0,0,3,0,1,0,0,0,0,0,0,1,0,0
