,user_id,action_type,time_stamp,dealer,coupon_code,dist_channel,item_name,item_price
28327,220757681,purchase,2013-11-21,Flagship Stores,,Holographic Commerce,Launch Button,699
30394,220757681,purchase,2013-11-21,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
25370,220757681,purchase,2013-12-05,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
29993,220757681,purchase,2013-12-05,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
24299,220757681,purchase,2013-12-09,Flagship Stores,,Holographic Commerce,Spy Camera,699
46792,220757681,purchase,2014-12-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
34552,220759199,purchase,2013-04-10,Best Buy,,,Status Indicator Md,295
36847,220764765,purchase,2013-06-04,Target,,Retail,Status Indicator Md,295
24401,220772861,purchase,2014-01-02,other,,Dist Partners,Dashboard,344
25426,220772861,purchase,2014-03-26,other,,Dist Partners,Status Indicator Md,295
25427,220772861,purchase,2014-03-26,other,,Dist Partners,Status Indicator Md,295
25428,220772861,purchase,2014-03-26,other,,Dist Partners,Status Indicator Md,295
31385,220772861,purchase,2014-04-28,Flagship Stores,,Holographic Commerce,Launch Button,699
24617,220777921,purchase,2013-03-14,Target,,Retail,Status Indicator Lg,397
34391,220797655,purchase,2013-12-17,Southern,,,Status Indicator Sm,203
27563,220809293,purchase,2013-02-04,other,,,Dashboard + Monitor,502
41145,220811317,purchase,2013-01-15,online,,,Alarm,699
41146,220811317,purchase,2013-01-15,online,,,Status Indicator Md,295
37724,220812835,purchase,2013-04-02,other,,,Launch Button,699
34322,220820425,purchase,2014-10-27,Flagship Stores,,,Status Indicator Lg,397
43935,220822449,purchase,2014-04-03,Flagship Stores,,,Status Indicator Sm,203
27707,220823461,purchase,2013-10-18,Amazon.com,,,Status Indicator Sm,203
34424,220824979,purchase,2014-11-06,Flagship Stores,,,Dashboard,344
31148,220824979,purchase,2014-11-24,Flagship Stores,,,Alarm,699
31284,220824979,purchase,2014-11-24,other,,,Dashboard,344
41128,220826497,purchase,2013-11-20,Best Buy,,,Base Station,47
28059,220826497,purchase,2014-10-22,Flagship Stores,,,Status Indicator Sm,203
31093,220828015,purchase,2014-06-09,other,,,Launch Button,699
27578,220829533,purchase,2013-04-22,Best Buy,,,Status Indicator Lg,397
34532,220830039,purchase,2013-04-23,Electronic Exp,,,Launch Button,699
31087,220830039,purchase,2014-05-21,Flagship Stores,,,Status Indicator Sm,203
31253,220830039,purchase,2014-05-21,Flagship Stores,,,Status Indicator Sm,203
36955,220830545,purchase,2013-11-05,Amazon.com,,Retail,Status Indicator Md,295
31884,220830545,purchase,2014-08-11,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
31885,220830545,purchase,2014-10-14,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
31886,220830545,purchase,2014-10-14,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
35393,220831051,purchase,2013-11-25,other,,Dist Partners,Dashboard,344
41183,220834087,purchase,2013-04-12,other,,,Dashboard,344
31781,220840665,purchase,2013-01-25,Distrib A,,Dist Partners,Dashboard + Monitor,502
28485,220845725,purchase,2014-09-26,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28487,220845725,purchase,2014-09-26,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28488,220845725,purchase,2014-09-26,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28484,220845725,purchase,2014-09-30,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28486,220845725,purchase,2014-09-30,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28631,220845725,purchase,2014-10-07,Flagship Stores,,Holographic Commerce,Alarm,699
37964,220848255,purchase,2013-12-03,Distrib B,,Dist Partners,Launch Button,699
35192,220848255,purchase,2014-01-07,Distrib B,,Dist Partners,Alarm,699
34939,220848255,purchase,2014-01-13,Distrib B,,Dist Partners,Dashboard + Monitor,502
31525,220850279,purchase,2014-02-28,online,,Dist Partners,Launch Button,699
36734,220851797,purchase,2013-02-04,online,,Dist Partners,Status Indicator Md,295
39593,220855845,purchase,2013-10-31,other,,Dist Partners,Status Indicator Sm,203
34821,220855845,purchase,2013-11-20,other,,Dist Partners,Launch Button,699
37504,220855845,purchase,2013-11-20,other,,Dist Partners,Base Station,47
36302,220855845,purchase,2013-12-03,other,,Dist Partners,Status Indicator Sm,203
35240,220855845,purchase,2014-05-27,Flagship Stores,,Holographic Commerce,Alarm,699
34822,220855845,purchase,2014-08-19,Flagship Stores,,Holographic Commerce,Launch Button,699
50561,220855845,purchase,2014-12-04,other,,Dist Partners,Status Indicator Lg,397
30345,220859893,purchase,2013-10-22,Apley,,Retail,Status Indicator Md,295
34277,220859893,purchase,2013-11-21,Southern,,Retail,Base Station,47
38159,220859893,purchase,2014-04-29,Flagship Stores,,Holographic Commerce,Launch Button,699
33279,220862423,purchase,2014-10-22,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
28280,220864953,purchase,2013-04-09,other,,Online,Launch Button,699
30328,220864953,purchase,2013-05-06,other,,Dist Partners,Status Indicator Md,295
43407,220868495,purchase,2014-10-28,other,,Retail,Status Indicator Md,295
37885,220870519,purchase,2014-02-07,Computer Discounter,,,Status Indicator Sm,203
41085,220871025,purchase,2013-01-15,other,,,Remote,344
40334,220871531,purchase,2014-09-29,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
41105,220872037,purchase,2013-02-06,other,,,Launch Button,699
34367,220872037,purchase,2014-06-23,Flagship Stores,,,Status Indicator Md,295
27051,220873049,purchase,2013-04-03,other,,,Status Indicator Md,295
38284,220877097,purchase,2013-07-23,other,,Dist Partners,Dashboard + Monitor,502
41807,220877097,purchase,2013-12-03,other,,Dist Partners,Dashboard,344
28856,220877097,purchase,2014-05-01,Flagship Stores,,Holographic Commerce,Dashboard,344
32314,220877097,purchase,2014-10-07,Flagship Stores,,Holographic Commerce,Signal Amplifier,98
31107,220879121,purchase,2013-01-02,other,,,Dashboard + Monitor,502
31108,220879121,purchase,2013-01-02,other,,,Dashboard + Monitor,502
31106,220879121,purchase,2013-02-21,other,,,Alarm,699
25051,220882157,purchase,2014-04-30,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
42195,220882157,purchase,2014-11-14,Best Buy,,Retail,Status Indicator Lg,397
23408,220883169,purchase,2013-07-19,Southern,,,Launch Button,699
37889,220883169,purchase,2014-05-01,Flagship Stores,,,Status Indicator Lg,397
45267,220884181,purchase,2014-11-14,other,,Dist Partners,Launch Button,699
46297,220885699,purchase,2014-09-29,Amazon.com,,Retail,Status Indicator Sm,203
40342,220887217,purchase,2013-09-13,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
41120,220888229,purchase,2014-06-18,Flagship Stores,,,Status Indicator Md,295
44005,220888229,purchase,2014-07-03,Flagship Stores,,,Status Indicator Sm,203
38587,220888735,purchase,2013-06-18,Cambridge,,Retail,Dashboard,344
34551,220891265,purchase,2013-01-22,other,,,Dashboard + Monitor,502
34550,220891265,purchase,2014-03-06,other,,,Dashboard,344
23539,220898349,purchase,2014-03-20,DSG,,,Launch Button,699
26224,220900373,purchase,2013-05-03,Computer Discounter,,Dist Partners,Base Station,47
24349,220900373,purchase,2013-07-29,Computer Discounter,,Dist Partners,Alarm,699
24042,220900373,purchase,2013-09-06,Computer Discounter,,Dist Partners,Launch Button,699
28526,220900373,purchase,2013-09-20,Computer Discounter,,Dist Partners,Dashboard + Monitor,502
29782,220900373,purchase,2013-10-21,Computer Discounter,,Dist Partners,Status Indicator Sm,203
29783,220900373,purchase,2013-10-21,Computer Discounter,,Dist Partners,Status Indicator Sm,203
30323,220900373,purchase,2013-12-06,Computer Discounter,,Dist Partners,Status Indicator Md,295
36295,220901385,purchase,2013-10-10,online,,Dist Partners,Status Indicator Sm,203
34040,220902397,purchase,2014-05-21,Flagship Stores,,Holographic Commerce,Base Station,47
50390,220902397,purchase,2015-01-16,other,,Dist Partners,Dashboard,344
37866,220903409,purchase,2014-10-29,Flagship Stores,,,Dashboard,344
35454,220905939,purchase,2013-07-01,other,,Dist Partners,Dashboard,344
33088,220905939,purchase,2013-10-15,online,,Online,Status Indicator Sm,203
31810,220905939,purchase,2013-12-17,other,,Dist Partners,Dashboard + Monitor,502
27858,220910493,purchase,2013-11-18,Distrib A,,,Status Indicator Sm,203
34425,220910493,purchase,2013-11-18,Distrib A,,,Status Indicator Sm,203
34617,220910999,purchase,2013-06-26,other,,,Base Station,47
31281,220914035,purchase,2014-10-07,Flagship Stores,,,Base Station,47
35443,220916059,purchase,2013-02-11,other,,Dist Partners,Dashboard,344
31802,220916059,purchase,2013-03-06,other,,Dist Partners,Dashboard + Monitor,502
32196,220916059,purchase,2013-03-06,other,,Dist Partners,Dashboard,344
32206,220916059,purchase,2013-03-06,other,,Dist Partners,Dashboard,344
35080,220916059,purchase,2013-03-06,other,,Dist Partners,Dashboard + Monitor,502
35445,220916059,purchase,2013-03-06,other,,Dist Partners,Dashboard,344
41546,220916059,purchase,2013-03-06,other,,Dist Partners,Dashboard + Monitor,502
31794,220916059,purchase,2013-03-21,other,,Dist Partners,Dashboard + Monitor,502
32200,220916059,purchase,2013-03-22,other,,Dist Partners,Dashboard,344
35437,220916059,purchase,2013-04-01,other,,Dist Partners,Dashboard,344
35074,220916059,purchase,2013-04-09,other,,Dist Partners,Dashboard + Monitor,502
34191,220916059,purchase,2013-04-18,other,,Dist Partners,Base Station,47
43756,220916059,purchase,2013-04-18,other,,Dist Partners,Base Station,47
41829,220916059,purchase,2013-04-25,other,,Dist Partners,Dashboard,344
35081,220916059,purchase,2013-04-30,other,,Dist Partners,Dashboard + Monitor,502
31803,220916059,purchase,2013-05-06,other,,Dist Partners,Dashboard + Monitor,502
31789,220916059,purchase,2013-05-07,other,,Dist Partners,Dashboard + Monitor,502
35086,220916059,purchase,2013-05-07,other,,Dist Partners,Dashboard + Monitor,502
35438,220916059,purchase,2013-05-07,other,,Dist Partners,Dashboard,344
41548,220916059,purchase,2013-05-07,other,,Dist Partners,Dashboard + Monitor,502
35444,220916059,purchase,2013-06-12,other,,Dist Partners,Dashboard,344
31804,220916059,purchase,2013-06-19,other,,Dist Partners,Dashboard + Monitor,502
41549,220916059,purchase,2013-06-28,other,,Dist Partners,Dashboard + Monitor,502
41830,220916059,purchase,2013-06-28,other,,Dist Partners,Dashboard,344
31790,220916059,purchase,2013-07-02,other,,Dist Partners,Dashboard + Monitor,502
36864,220916059,purchase,2013-07-05,other,,Dist Partners,Status Indicator Md,295
31793,220916059,purchase,2013-07-30,other,,Dist Partners,Dashboard + Monitor,502
31796,220916059,purchase,2013-07-30,other,,Dist Partners,Dashboard + Monitor,502
31805,220916059,purchase,2013-07-30,other,,Dist Partners,Dashboard + Monitor,502
32205,220916059,purchase,2013-07-30,other,,Dist Partners,Dashboard,344
35075,220916059,purchase,2013-07-30,other,,Dist Partners,Dashboard + Monitor,502
35083,220916059,purchase,2013-07-30,other,,Dist Partners,Dashboard + Monitor,502
35439,220916059,purchase,2013-07-30,other,,Dist Partners,Dashboard,344
41551,220916059,purchase,2013-07-30,other,,Dist Partners,Dashboard + Monitor,502
32489,220916059,purchase,2013-08-05,other,,Dist Partners,Status Indicator Lg,397
33615,220916059,purchase,2013-08-05,other,,Dist Partners,Status Indicator Md,295
36863,220916059,purchase,2013-08-05,other,,Dist Partners,Status Indicator Md,295
37548,220916059,purchase,2013-08-05,other,,Dist Partners,Base Station,47
32197,220916059,purchase,2013-08-21,other,,Dist Partners,Dashboard,344
41552,220916059,purchase,2013-08-21,other,,Dist Partners,Dashboard + Monitor,502
32208,220916059,purchase,2013-08-30,other,,Dist Partners,Dashboard,344
35447,220916059,purchase,2013-08-30,other,,Dist Partners,Dashboard,344
35538,220916059,purchase,2013-08-30,Flagship Stores,,Holographic Commerce,Dashboard,344
31795,220916059,purchase,2013-09-05,other,,Dist Partners,Dashboard + Monitor,502
32207,220916059,purchase,2013-09-05,other,,Dist Partners,Dashboard,344
35076,220916059,purchase,2013-09-05,other,,Dist Partners,Dashboard + Monitor,502
35077,220916059,purchase,2013-09-05,other,,Dist Partners,Dashboard + Monitor,502
35082,220916059,purchase,2013-09-05,other,,Dist Partners,Dashboard + Monitor,502
35087,220916059,purchase,2013-09-05,other,,Dist Partners,Dashboard + Monitor,502
35446,220916059,purchase,2013-09-05,other,,Dist Partners,Dashboard,344
41831,220916059,purchase,2013-09-05,other,,Dist Partners,Dashboard,344
32288,220916059,purchase,2013-09-11,Flagship Stores,,Holographic Commerce,Dashboard,344
35084,220916059,purchase,2013-09-11,other,,Dist Partners,Dashboard + Monitor,502
36867,220916059,purchase,2013-09-24,other,,Dist Partners,Status Indicator Md,295
31792,220916059,purchase,2013-10-03,other,,Dist Partners,Dashboard + Monitor,502
31791,220916059,purchase,2013-10-11,other,,Dist Partners,Dashboard + Monitor,502
35085,220916059,purchase,2013-10-11,other,,Dist Partners,Dashboard + Monitor,502
41550,220916059,purchase,2013-10-11,other,,Dist Partners,Dashboard + Monitor,502
42080,220916059,purchase,2013-11-04,Best Buy,,Retail,Status Indicator Lg,397
36866,220916059,purchase,2013-11-12,Best Buy,,Retail,Status Indicator Md,295
42079,220916059,purchase,2013-11-12,Best Buy,,Retail,Status Indicator Lg,397
35440,220916059,purchase,2013-12-04,other,,Dist Partners,Dashboard,344
36868,220916059,purchase,2013-12-10,Best Buy,,Retail,Status Indicator Md,295
31530,220916059,purchase,2014-01-10,Amazon.com,,Retail,Launch Button,699
36862,220916059,purchase,2014-01-24,Amazon.com,,Retail,Status Indicator Md,295
36865,220916059,purchase,2014-01-24,Amazon.com,,Retail,Status Indicator Md,295
32203,220916059,purchase,2014-01-27,other,,Dist Partners,Dashboard,344
35441,220916059,purchase,2014-01-27,other,,Dist Partners,Dashboard,344
35451,220916059,purchase,2014-01-27,other,,Dist Partners,Dashboard,344
35449,220916059,purchase,2014-01-28,other,,Dist Partners,Dashboard,344
41832,220916059,purchase,2014-01-28,other,,Dist Partners,Dashboard,344
31797,220916059,purchase,2014-02-10,other,,Dist Partners,Dashboard + Monitor,502
31806,220916059,purchase,2014-02-10,other,,Dist Partners,Dashboard + Monitor,502
35088,220916059,purchase,2014-02-10,other,,Dist Partners,Dashboard + Monitor,502
32202,220916059,purchase,2014-02-20,other,,Dist Partners,Dashboard,344
31799,220916059,purchase,2014-02-28,other,,Dist Partners,Dashboard + Monitor,502
32201,220916059,purchase,2014-03-18,other,,Dist Partners,Dashboard,344
41827,220916059,purchase,2014-03-18,other,,Dist Partners,Dashboard,344
32199,220916059,purchase,2014-03-20,other,,Dist Partners,Dashboard,344
35450,220916059,purchase,2014-03-20,other,,Dist Partners,Dashboard,344
31798,220916059,purchase,2014-03-24,other,,Dist Partners,Dashboard + Monitor,502
36869,220916059,purchase,2014-03-24,other,,Dist Partners,Status Indicator Md,295
41828,220916059,purchase,2014-03-24,other,,Dist Partners,Dashboard,344
31807,220916059,purchase,2014-03-26,other,,Dist Partners,Dashboard + Monitor,502
32198,220916059,purchase,2014-03-26,other,,Dist Partners,Dashboard,344
35078,220916059,purchase,2014-03-26,other,,Dist Partners,Dashboard + Monitor,502
35079,220916059,purchase,2014-03-26,other,,Dist Partners,Dashboard + Monitor,502
35089,220916059,purchase,2014-03-26,other,,Dist Partners,Dashboard + Monitor,502
35090,220916059,purchase,2014-03-26,other,,Dist Partners,Dashboard + Monitor,502
35448,220916059,purchase,2014-03-26,other,,Dist Partners,Dashboard,344
41547,220916059,purchase,2014-03-26,other,,Dist Partners,Dashboard + Monitor,502
43757,220916059,purchase,2014-03-26,other,,Dist Partners,Base Station,47
31939,220916059,purchase,2014-03-27,other,,Dist Partners,Spy Camera,699
28498,220916059,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
31808,220916059,purchase,2014-05-29,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28255,220916059,purchase,2014-07-08,Flagship Stores,,Holographic Commerce,Launch Button,699
28492,220916059,purchase,2014-07-08,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28493,220916059,purchase,2014-07-08,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28500,220916059,purchase,2014-07-08,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28687,220916059,purchase,2014-07-08,Flagship Stores,,Holographic Commerce,Alarm,699
31529,220916059,purchase,2014-07-08,Flagship Stores,,Holographic Commerce,Launch Button,699
31800,220916059,purchase,2014-07-08,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28574,220916059,purchase,2014-08-01,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28499,220916059,purchase,2014-08-11,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28884,220916059,purchase,2014-09-03,Flagship Stores,,Holographic Commerce,Dashboard,344
31801,220916059,purchase,2014-09-03,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
31809,220916059,purchase,2014-09-03,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
32204,220916059,purchase,2014-09-03,Flagship Stores,,Holographic Commerce,Dashboard,344
28494,220916059,purchase,2014-09-08,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28495,220916059,purchase,2014-09-08,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
28686,220916059,purchase,2014-09-10,Flagship Stores,,Holographic Commerce,Alarm,699
28883,220916059,purchase,2014-09-10,Flagship Stores,,Holographic Commerce,Dashboard,344
28885,220916059,purchase,2014-09-10,Flagship Stores,,Holographic Commerce,Dashboard,344
28254,220916059,purchase,2014-09-16,Flagship Stores,,Holographic Commerce,Launch Button,699
28935,220916059,purchase,2014-10-15,other,code2,Dist Partners,Dashboard,344
46099,220916059,purchase,2014-10-28,Best Buy,,Retail,Status Indicator Sm,203
46100,220916059,purchase,2014-10-28,Best Buy,,Retail,Status Indicator Sm,203
46096,220916059,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Sm,203
46097,220916059,purchase,2014-11-21,Best Buy,,Retail,Status Indicator Sm,203
45409,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45410,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45411,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45412,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45413,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45414,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45415,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45416,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45417,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45418,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45419,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard + Monitor,502
45603,220916059,purchase,2014-12-05,other,,Dist Partners,Dashboard,344
50396,220916059,purchase,2014-12-24,other,,Dist Partners,Dashboard,344
50397,220916059,purchase,2014-12-24,other,,Dist Partners,Dashboard,344
50313,220916059,purchase,2015-03-12,other,,Dist Partners,Dashboard + Monitor,502
50314,220916059,purchase,2015-03-12,other,,Dist Partners,Dashboard + Monitor,502
33044,220916565,purchase,2013-12-23,online,,Online,Status Indicator Sm,203
34164,220916565,purchase,2013-12-23,online,,Online,Base Station,47
31354,220920107,purchase,2014-05-25,online,,,Status Indicator Sm,203
37831,220921625,purchase,2013-12-23,online,,,Status Indicator Sm,203
37756,220921625,purchase,2014-04-11,Flagship Stores,,,Launch Button,699
37754,220921625,purchase,2014-09-11,Flagship Stores,,,Signal Amplifier,98
37757,220921625,purchase,2014-10-02,Flagship Stores,,,Status Indicator Sm,203
37758,220921625,purchase,2014-10-10,Flagship Stores,,,Alarm,699
37755,220921625,purchase,2014-10-22,Flagship Stores,,,Status Indicator Sm,203
29605,220923143,purchase,2014-01-22,Amazon.com,,Retail,Status Indicator Sm,203
41469,220923143,purchase,2014-12-19,online,code3,Online,Launch Button,699
41745,220923143,purchase,2014-12-19,online,code1,Online,Alarm,699
46434,220924661,purchase,2014-08-27,other,,Dist Partners,Status Indicator Sm,203
31311,220926685,purchase,2013-02-15,Best Buy,,,Status Indicator Lg,397
42225,220931239,purchase,2013-01-15,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
35247,220931239,purchase,2013-02-14,other,,Dist Partners,Alarm,699
35534,220931239,purchase,2013-04-15,Flagship Stores,,Holographic Commerce,Dashboard,344
41339,220931239,purchase,2013-05-03,other,,Dist Partners,Launch Button,699
25663,220931239,purchase,2013-06-03,Flagship Stores,,Holographic Commerce,Status Indicator Md,295
35744,220931239,purchase,2013-06-03,other,,Dist Partners,Status Indicator Lg,397
31603,220931239,purchase,2013-06-25,Flagship Stores,,Holographic Commerce,Launch Button,699
36562,220931239,purchase,2013-11-13,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
31811,220931239,purchase,2013-11-25,other,,Dist Partners,Dashboard + Monitor,502
42317,220933769,purchase,2013-12-17,other,,Retail,Status Indicator Sm,203
31074,220934781,purchase,2013-05-06,online,,,Dashboard,344
35702,220937311,purchase,2014-03-11,Amazon.com,,Retail,Status Indicator Lg,397
35703,220937311,purchase,2014-03-11,Amazon.com,,Retail,Status Indicator Lg,397
31081,220939841,purchase,2013-05-24,other,,,Base Station,47
25044,220943383,purchase,2013-12-30,online partner,,Online,Status Indicator Sm,203
24900,220944901,purchase,2014-01-24,online,,Dist Partners,Status Indicator Sm,203
30233,220948443,purchase,2013-08-13,Computer Discounter,,Dist Partners,Status Indicator Md,295
33503,220948443,purchase,2013-08-13,Computer Discounter,,Dist Partners,Status Indicator Md,295
46895,220948949,purchase,2014-12-16,online,,Online,Status Indicator Md,295
38665,220957551,purchase,2013-05-09,other,,Dist Partners,Dashboard,344
38916,220958057,purchase,2013-02-26,Electronic Exp,,Dist Partners,Status Indicator Lg,397
38025,220958057,purchase,2013-06-28,Electronic Exp,,Dist Partners,Launch Button,699
43222,220958057,purchase,2013-07-11,Electronic Exp,,Dist Partners,Status Indicator Md,295
29656,220958057,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
29657,220958057,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
24333,220958057,purchase,2014-05-07,Flagship Stores,,Holographic Commerce,Alarm,699
29846,220958057,purchase,2014-08-21,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
25286,220958057,purchase,2014-09-15,other,,Retail,Status Indicator Sm,203
25687,220958057,purchase,2014-09-16,other,,Retail,Status Indicator Md,295
24356,220958057,purchase,2014-09-22,Flagship Stores,,Holographic Commerce,Alarm,699
27771,220961093,purchase,2014-01-09,Southern,,,Dashboard,344
28025,220964635,purchase,2014-07-14,Flagship Stores,,,Dashboard,344
34383,220972225,purchase,2013-11-26,Target,,,Status Indicator Sm,203
38934,220972731,purchase,2013-07-22,other,,Online,Status Indicator Lg,397
36471,220972731,purchase,2014-08-29,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
36472,220972731,purchase,2014-08-29,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
34876,220972731,purchase,2014-10-07,Flagship Stores,,Holographic Commerce,Launch Button,699
38545,220972731,purchase,2014-10-10,Flagship Stores,,Holographic Commerce,Alarm,699
50325,220973237,purchase,2014-09-24,other,,Dist Partners,Dashboard + Monitor,502
50322,220973237,purchase,2014-12-03,other,,Dist Partners,Dashboard + Monitor,502
50323,220973237,purchase,2014-12-03,other,,Dist Partners,Dashboard + Monitor,502
50324,220973237,purchase,2014-12-03,other,,Dist Partners,Dashboard + Monitor,502
50326,220973237,purchase,2014-12-03,other,,Dist Partners,Dashboard + Monitor,502
50328,220973237,purchase,2014-12-03,other,,Dist Partners,Dashboard + Monitor,502
50329,220973237,purchase,2014-12-03,other,,Dist Partners,Dashboard + Monitor,502
25162,220976779,purchase,2014-04-01,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
37900,220983357,purchase,2013-11-25,other,,,Launch Button,699
37902,220983357,purchase,2013-12-12,other,,,Spy Camera,699
37901,220983357,purchase,2013-12-18,other,,,Status Indicator Sm,203
37903,220983357,purchase,2013-12-18,other,,,Status Indicator Sm,203
41101,220983357,purchase,2013-12-18,other,,,Base Station,47
35649,220988923,purchase,2014-05-21,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
25185,220991453,purchase,2013-12-12,online,,Online,Status Indicator Sm,203
41784,220994489,purchase,2014-08-13,Flagship Stores,,Holographic Commerce,Dashboard,344
50294,220994489,purchase,2014-11-21,Computer Discounter,,Dist Partners,Dashboard + Monitor,502
29019,220995501,purchase,2013-01-03,other,,Online,Status Indicator Lg,397
28115,220995501,purchase,2013-08-05,other,,Online,Launch Button,699
36504,220996007,purchase,2014-07-10,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
45279,220997019,purchase,2014-12-09,other,,Dist Partners,Launch Button,699
45498,220997019,purchase,2014-12-09,other,,Dist Partners,Alarm,699
33616,221002079,purchase,2014-02-21,online,,Online,Status Indicator Md,295
29734,221002079,purchase,2014-04-03,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
29733,221002079,purchase,2014-07-12,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
28357,221005621,purchase,2013-02-06,other,,Dist Partners,Dashboard + Monitor,502
50387,221005621,purchase,2014-12-01,Best Buy,,Retail,Dashboard,344
37719,221007645,purchase,2014-02-25,Target,,,Status Indicator Sm,203
25285,221009669,purchase,2014-08-29,Southern,,Retail,Status Indicator Sm,203
40378,221016247,purchase,2013-09-19,Apley,,Retail,Base Station,47
38823,221016247,purchase,2013-10-04,Computer Discounter,,Dist Partners,Status Indicator Lg,397
31467,221024343,purchase,2014-05-07,Flagship Stores,,Holographic Commerce,Launch Button,699
35530,221030921,purchase,2014-08-26,Flagship Stores,,Holographic Commerce,Dashboard,344
31132,221031933,purchase,2013-09-30,Amazon.com,,,Status Indicator Sm,203
50280,221032439,purchase,2015-02-03,Distrib A,,Dist Partners,Dashboard + Monitor,502
28827,221034463,purchase,2013-05-20,other,,Dist Partners,Dashboard,344
24761,221034463,purchase,2014-03-24,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
24762,221034463,purchase,2014-03-24,Flagship Stores,,Holographic Commerce,Status Indicator Lg,397
45312,221041547,purchase,2015-01-19,other,,Online,Launch Button,699
43295,221042559,purchase,2013-09-02,other,,Dist Partners,Status Indicator Md,295
50398,221043571,purchase,2015-01-05,other,,Dist Partners,Dashboard,344
50456,221043571,purchase,2015-01-05,other,,Dist Partners,Signal Amplifier,98
50532,221043571,purchase,2015-01-12,other,,Dist Partners,Status Indicator Lg,397
25172,221051667,purchase,2014-02-12,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
41163,221056727,purchase,2013-02-06,other,,,Status Indicator Lg,397
34584,221057739,purchase,2013-04-04,Thayer,,,Dashboard,344
41130,221064317,purchase,2013-11-04,Target,,,Status Indicator Sm,203
31255,221067353,purchase,2013-11-28,Electronic Exp,,,Status Indicator Sm,203
31256,221067353,purchase,2013-12-05,Electronic Exp,,,Status Indicator Sm,203
31260,221067859,purchase,2014-05-26,Flagship Stores,,,Status Indicator Lg,397
40026,221070389,purchase,2013-09-17,Electronic Exp,,Dist Partners,Status Indicator Md,295
39286,221070389,purchase,2014-04-02,Flagship Stores,,Holographic Commerce,Status Indicator Sm,203
28579,221075955,purchase,2014-07-07,Flagship Stores,,Holographic Commerce,Dashboard + Monitor,502
23958,221075955,purchase,2014-09-08,Flagship Stores,,Holographic Commerce,Launch Button,699
